,precursor,pyrolysis T (K),activator_name,activator_ratio,BET (m2/g),T ads (K),P ads (bar),CO2 ads (mmol/g),pore volume (cm3/g),C (%),N (%),H (%),S (%),O (%),ash (%),VM (%),FC (%),H/O (molar),O/C (molar),H/C (molar),(O+N)/C (molar),strat
290,coconut shell,873,KOH-3,3.0,1172.0,293,1.0,4.23,0.44,45.28,0.2,4.05,0.0,50.04,0.43,80.84,18.73,1.29,0.83,1.07,0.83,True
291,coconut shell,923,KOH-1,1.0,885.0,293,1.0,3.83,0.35,45.28,0.2,4.05,0.0,50.04,0.43,80.84,18.73,1.29,0.83,1.07,0.83,True
292,coconut shell,923,KOH-2,2.0,1211.0,293,1.0,4.13,0.46,45.28,0.2,4.05,0.0,50.04,0.43,80.84,18.73,1.29,0.83,1.07,0.83,True
293,coconut shell,923,KOH-3,3.0,1513.0,293,1.0,3.69,0.58,45.28,0.2,4.05,0.0,50.04,0.43,80.84,18.73,1.29,0.83,1.07,0.83,True
294,coconut shell,973,KOH-1,1.0,878.0,293,1.0,3.83,0.33,45.28,0.2,4.05,0.0,50.04,0.43,80.84,18.73,1.29,0.83,1.07,0.83,True
295,coconut shell,973,KOH-2,2.0,1233.0,293,1.0,3.71,0.46,45.28,0.2,4.05,0.0,50.04,0.43,80.84,18.73,1.29,0.83,1.07,0.83,True
296,coconut shell,973,KOH-3,3.0,1817.0,293,1.0,3.97,0.69,45.28,0.2,4.05,0.0,50.04,0.43,80.84,18.73,1.29,0.83,1.07,0.83,True
297,paulownia sawdust,873,KOH-4,4.0,782.0,273,1.0,7.45,0.414,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
298,paulownia sawdust,973,KOH-4,4.0,1643.0,273,1.0,8.0,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
299,paulownia sawdust,1073,KOH-4,4.0,1555.0,273,1.0,7.14,0.905,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
300,paulownia sawdust,1173,KOH-4,4.0,1293.0,273,1.0,4.24,0.687,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
301,paulownia sawdust,973,KOH-2,2.0,831.0,273,1.0,6.83,0.449,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
302,paulownia sawdust,973,KOH-6,6.0,2435.0,273,1.0,4.73,1.181,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
303,paulownia sawdust,973,KOH-4,4.0,1643.0,273,0.15,1.1,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,False
304,paulownia sawdust,973,KOH-4,4.0,1643.0,273,0.4,4.6,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
305,paulownia sawdust,973,KOH-4,4.0,1643.0,273,0.6,6.1,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
306,paulownia sawdust,973,KOH-4,4.0,1643.0,273,0.8,7.0,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
307,paulownia sawdust,973,KOH-4,4.0,1643.0,273,0.9,7.5,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
308,paulownia sawdust,973,KOH-4,4.0,1643.0,298,0.15,0.4,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,False
309,paulownia sawdust,973,KOH-4,4.0,1643.0,298,0.4,2.2,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,False
310,paulownia sawdust,973,KOH-4,4.0,1643.0,298,0.6,3.0,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
311,paulownia sawdust,973,KOH-4,4.0,1643.0,298,0.8,4.0,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
312,paulownia sawdust,973,KOH-4,4.0,1643.0,298,0.9,4.3,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
313,paulownia sawdust,973,KOH-4,4.0,1643.0,298,1.0,4.5,0.857,45.33,0.4,6.22,0.0,46.96,1.09,79.32,19.6,2.12,0.78,1.65,0.78,True
314,walnut shells,773,CO2,0.0,810.85,293,0.15,0.14,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
315,walnut shells,773,CO2,0.0,810.85,293,0.4,0.41,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
316,walnut shells,773,CO2,0.0,810.85,293,0.5,0.58,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
317,walnut shells,773,CO2,0.0,810.85,293,0.65,0.62,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
318,walnut shells,773,CO2,0.0,810.85,293,0.8,0.84,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
319,walnut shells,773,CO2,0.0,810.85,293,1.0,1.2,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
320,walnut shells,773,CO2,0.0,810.85,293,1.2,1.38,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
321,walnut shells,773,CO2,0.0,810.85,293,1.3,1.47,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
322,walnut shells,773,CO2,0.0,810.85,303,0.15,0.12,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
323,walnut shells,773,CO2,0.0,810.85,303,0.4,0.37,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
324,walnut shells,773,CO2,0.0,810.85,303,0.5,0.43,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
325,walnut shells,773,CO2,0.0,810.85,303,0.65,0.59,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
326,walnut shells,773,CO2,0.0,810.85,303,0.8,0.77,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
327,walnut shells,773,CO2,0.0,810.85,303,1.0,1.0,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
328,walnut shells,773,CO2,0.0,810.85,303,1.2,1.19,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
329,walnut shells,773,CO2,0.0,810.85,303,1.3,1.22,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
330,walnut shells,773,CO2,0.0,810.85,313,0.15,0.09,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
331,walnut shells,773,CO2,0.0,810.85,313,0.4,0.27,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
332,walnut shells,773,CO2,0.0,810.85,313,0.5,0.37,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
333,walnut shells,773,CO2,0.0,810.85,313,0.65,0.46,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
334,walnut shells,773,CO2,0.0,810.85,313,0.8,0.56,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
335,walnut shells,773,CO2,0.0,810.85,313,1.0,0.77,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
336,walnut shells,773,CO2,0.0,810.85,313,1.2,0.75,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
337,walnut shells,773,CO2,0.0,810.85,313,1.3,0.95,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
338,walnut shells,773,CO2,0.0,810.85,323,0.15,0.07,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
339,walnut shells,773,CO2,0.0,810.85,323,0.4,0.22,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
340,walnut shells,773,CO2,0.0,810.85,323,0.5,0.3,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
341,walnut shells,773,CO2,0.0,810.85,323,0.65,0.32,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
342,walnut shells,773,CO2,0.0,810.85,323,0.8,0.44,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
343,walnut shells,773,CO2,0.0,810.85,323,1.0,0.64,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
344,walnut shells,773,CO2,0.0,810.85,323,1.2,0.76,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
345,walnut shells,773,CO2,0.0,810.85,323,1.3,0.79,0.34,53.5,1.5,6.6,0.1,35.5,2.8,59.3,37.9,2.97,0.5,1.48,0.52,False
346,peanut shells,973,KOH-1,1.0,956.0,273,1.0,5.1,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
347,peanut shells,973,KOH-1,1.0,956.0,273,0.9,4.9,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
348,peanut shells,973,KOH-1,1.0,956.0,273,0.8,4.7,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
349,peanut shells,973,KOH-1,1.0,956.0,273,0.6,4.2,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
350,peanut shells,973,KOH-1,1.0,956.0,273,0.4,3.8,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
351,peanut shells,973,KOH-1,1.0,956.0,273,0.2,2.8,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
352,peanut shells,973,KOH-1,1.0,956.0,298,1.0,4.0,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
353,peanut shells,973,KOH-1,1.0,956.0,298,0.9,3.8,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
354,peanut shells,973,KOH-1,1.0,956.0,298,0.8,3.6,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
355,peanut shells,973,KOH-1,1.0,956.0,298,0.6,3.1,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
356,peanut shells,973,KOH-1,1.0,956.0,298,0.5,2.8,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
357,peanut shells,973,KOH-1,1.0,956.0,273,0.4,2.6,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,True
358,peanut shells,973,KOH-1,1.0,956.0,298,0.2,1.8,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,False
359,peanut shells,973,KOH-1,1.0,956.0,298,0.15,1.54,0.43,72.77,0.91,3.06,0.09,12.76,10.4,14.82,74.77,3.84,0.13,0.51,0.14,False
360,sunflower seed shells,973,KOH-1.25,1.25,1790.0,273,1.0,7.0,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
361,sunflower seed shells,973,KOH-1.25,1.25,1790.0,273,0.9,6.6,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
362,sunflower seed shells,973,KOH-1.25,1.25,1790.0,273,0.8,6.2,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
363,sunflower seed shells,973,KOH-1.25,1.25,1790.0,273,0.6,5.5,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
364,sunflower seed shells,973,KOH-1.25,1.25,1790.0,273,0.4,4.5,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
365,sunflower seed shells,973,KOH-1.25,1.25,1790.0,273,0.2,3.2,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
366,sunflower seed shells,973,KOH-1.25,1.25,1790.0,298,1.0,4.5,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
367,sunflower seed shells,973,KOH-1.25,1.25,1790.0,298,0.9,4.2,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
368,sunflower seed shells,973,KOH-1.25,1.25,1790.0,298,0.8,4.0,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
369,sunflower seed shells,973,KOH-1.25,1.25,1790.0,298,0.6,3.4,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
370,sunflower seed shells,973,KOH-1.25,1.25,1790.0,273,0.5,3.1,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
371,sunflower seed shells,973,KOH-1.25,1.25,1790.0,298,0.4,2.7,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,True
372,sunflower seed shells,973,KOH-1.25,1.25,1790.0,298,0.2,1.7,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,False
373,sunflower seed shells,973,KOH-1.25,1.25,1790.0,298,0.15,1.46,0.77,47.4,1.4,5.8,0.05,41.35,4.0,76.2,19.8,2.24,0.65,1.47,0.68,False
374,acai stones,1123,KOH-1,1.0,1356.0,298,1.0,4.5,0.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
375,acai stones,1123,KOH-1,1.0,1356.0,298,0.15,1.4,0.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,False
376,acai stones,1123,KOH-1,1.0,1356.0,298,0.6,3.5,0.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
377,acai stones,1123,KOH-3,3.0,2612.0,298,1.0,4.8,1.2,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
378,acai stones,1123,KOH-3,3.0,2612.0,298,0.15,1.0,1.2,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,False
379,acai stones,1123,KOH-3,3.0,2612.0,298,0.6,3.0,1.2,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
380,acai stones,1123,KOH-5,5.0,3244.0,298,1.0,3.1,1.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
381,acai stones,1123,KOH-5,5.0,3244.0,298,0.15,0.6,1.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,False
382,acai stones,1123,KOH-5,5.0,3244.0,298,0.6,1.8,1.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,False
383,acai stones,1123,KOH-1,1.0,1356.0,273,1.0,5.8,0.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
384,acai stones,1123,KOH-1,1.0,1356.0,273,0.15,2.3,0.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,False
385,acai stones,1123,KOH-1,1.0,1356.0,273,0.6,4.7,0.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
386,acai stones,1123,KOH-3,3.0,2612.0,273,1.0,6.4,1.2,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
387,acai stones,1123,KOH-3,3.0,2612.0,273,0.15,1.4,1.2,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,False
388,acai stones,1123,KOH-3,3.0,2612.0,273,0.6,4.3,1.2,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
389,acai stones,1123,KOH-5,5.0,3244.0,273,1.0,5.5,1.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
390,acai stones,1123,KOH-5,5.0,3244.0,273,0.15,1.0,1.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,False
391,acai stones,1123,KOH-5,5.0,3244.0,273,0.6,3.5,1.6,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
392,acai stones,1123,CO2,0.0,1150.0,298,1.0,3.3,0.58,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,True
393,acai stones,1123,CO2,0.0,1150.0,298,0.15,1.0,0.58,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,False
394,acai stones,1123,CO2,0.0,1150.0,298,0.6,2.5,0.58,43.25,1.29,5.97,0.1,47.54,1.84,72.42,25.73,2.01,0.82,1.66,0.85,False
395,sugarcane bagasse,1123,CO2,0.0,622.0,298,1.0,2.5,0.38,44.8,0.4,5.4,0.01,38.09,11.3,73.7,15.0,2.27,0.64,1.45,0.65,False
396,sugarcane bagasse,1123,CO2,0.0,622.0,298,0.8,2.4,0.38,44.8,0.4,5.4,0.01,38.09,11.3,73.7,15.0,2.27,0.64,1.45,0.65,False
397,sugarcane bagasse,1123,CO2,0.0,622.0,298,0.6,2.2,0.38,44.8,0.4,5.4,0.01,38.09,11.3,73.7,15.0,2.27,0.64,1.45,0.65,False
398,sugarcane bagasse,1123,CO2,0.0,622.0,298,0.4,1.9,0.38,44.8,0.4,5.4,0.01,38.09,11.3,73.7,15.0,2.27,0.64,1.45,0.65,False
399,sugarcane bagasse,1123,CO2,0.0,622.0,298,0.2,1.4,0.38,44.8,0.4,5.4,0.01,38.09,11.3,73.7,15.0,2.27,0.64,1.45,0.65,False
400,sugarcane bagasse,1123,CO2,0.0,622.0,298,0.1,1.1,0.38,44.8,0.4,5.4,0.01,38.09,11.3,73.7,15.0,2.27,0.64,1.45,0.65,False
401,tea seed shell,973,KOH-4,4.0,1442.19,298,1.0,3.15,0.47,47.66,0.46,5.95,0.39,43.17,2.37,75.56,22.07,2.22,0.68,1.5,0.68,True
402,tea seed shell,973,KOH-4,4.0,1442.19,298,0.8,2.8,0.47,47.66,0.46,5.95,0.39,43.17,2.37,75.56,22.07,2.22,0.68,1.5,0.68,True
403,tea seed shell,973,KOH-4,4.0,1442.19,298,0.6,2.3,0.47,47.66,0.46,5.95,0.39,43.17,2.37,75.56,22.07,2.22,0.68,1.5,0.68,False
404,tea seed shell,973,KOH-4,4.0,1442.19,298,0.4,1.4,0.47,47.66,0.46,5.95,0.39,43.17,2.37,75.56,22.07,2.22,0.68,1.5,0.68,False
405,tea seed shell,973,KOH-4,4.0,1442.19,298,0.2,1.1,0.47,47.66,0.46,5.95,0.39,43.17,2.37,75.56,22.07,2.22,0.68,1.5,0.68,False
406,tea seed shell,973,KOH-4,4.0,1442.19,298,0.1,0.8,0.47,47.66,0.46,5.95,0.39,43.17,2.37,75.56,22.07,2.22,0.68,1.5,0.68,False
407,spent coffee grounds,873,KOH-1,1.0,831.0,298,1.0,2.8,0.41,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
408,spent coffee grounds,873,KOH-2,2.0,876.0,298,1.0,3.0,0.4,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
409,spent coffee grounds,873,KOH-3,3.0,840.0,298,1.0,3.0,0.37,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
410,spent coffee grounds,873,KOH-4,4.0,925.0,298,1.0,2.9,0.42,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
411,spent coffee grounds,973,KOH-3,3.0,1082.0,298,1.0,2.7,0.51,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
412,spent coffee grounds,873,KOH-1,1.0,831.0,273,1.0,4.9,0.41,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
413,spent coffee grounds,873,KOH-2,2.0,876.0,273,1.0,4.4,0.4,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
414,spent coffee grounds,873,KOH-3,3.0,840.0,273,1.0,4.7,0.37,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
415,spent coffee grounds,873,KOH-4,4.0,925.0,273,1.0,4.5,0.42,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
416,spent coffee grounds,973,KOH-3,3.0,1082.0,273,1.0,3.2,0.51,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
417,spent coffee grounds,873,KOH-3,3.0,840.0,323,1.0,1.8,0.37,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,False
418,spent coffee grounds,973,CO2,0.0,590.0,298,1.0,2.4,0.28,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,False
419,spent coffee grounds,973,CO2,0.0,590.0,273,1.0,3.6,0.28,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
420,spent coffee grounds,973,CO2,0.0,590.0,323,1.0,1.3,0.28,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,False
421,olive stones,1123,KOH-7,7.0,1345.0,273,1.0,5.6,0.574,51.19,0.2,5.95,0.5,41.37,0.8,85.4,13.8,2.3,0.61,1.4,0.61,True
422,olive stones,1173,K2CO3-1,1.0,1134.0,273,1.0,3.8,0.364,51.19,0.2,5.95,0.5,41.37,0.8,85.4,13.8,2.3,0.61,1.4,0.61,True
423,spent coffee grounds,1073,CO2,0.0,801.0,273,1.0,4.3,0.34,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
424,spent coffee grounds,1073,CO2,0.0,801.0,273,0.6,3.6,0.34,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,True
425,spent coffee grounds,1073,CO2,0.0,801.0,273,0.2,2.3,0.34,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,False
426,spent coffee grounds,1073,CO2,0.0,801.0,273,0.1,1.6,0.34,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,False
427,spent coffee grounds,1073,CO2,0.0,801.0,323,0.1,0.68,0.34,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,False
428,olive stones,1073,CO2,0.0,1248.0,298,0.15,0.99,0.53,51.19,0.2,5.95,0.5,41.37,0.8,85.4,13.8,2.3,0.61,1.4,0.61,False
429,spent coffee grounds,973,CO2,0.0,534.0,298,0.15,1.11,0.27,56.4,2.6,7.0,0.0,32.7,1.3,82.9,15.8,3.43,0.43,1.49,0.47,False
430,almond shells,1023,CO2,0.0,847.0,298,0.15,0.98,0.36,50.73,0.3,6.02,0.59,41.06,1.3,82.3,16.4,2.35,0.61,1.42,0.61,False
431,grape seeds,1073,CO2,0.0,362.0,298,1.0,2.68,0.14,51.43,2.1,6.3,0.1,35.49,4.59,69.48,25.93,2.84,0.52,1.47,0.55,True
432,grape bagasse,1073,CO2,0.0,473.0,298,1.0,2.23,0.2,44.26,1.59,5.94,0.0,43.21,5.01,72.94,22.05,2.2,0.73,1.61,0.76,False
433,grape seeds,1073,KOH-2,2.0,2029.0,298,1.0,3.59,0.85,51.43,2.1,6.3,0.1,35.49,4.59,69.48,25.93,2.84,0.52,1.47,0.55,True
434,grape bagasse,1073,KOH-2,2.0,1737.0,298,1.0,3.5,0.75,44.26,1.59,5.94,0.0,43.21,5.01,72.94,22.05,2.2,0.73,1.61,0.76,True
435,grape stalks,1073,KOH-2,2.0,1731.0,298,1.0,2.43,0.73,37.96,1.08,4.49,0.15,47.62,8.7,67.88,23.42,1.51,0.94,1.42,0.97,False
